term,raw_count_domain,category,bert_token_count,bert_tokens,llama4_token_count,llama4_tokens,gemma4_token_count,gemma4_tokens,openai_token_count,openai_tokens,mistral_token_count,mistral_tokens
dpw,1,5,2,d | ##pw,2,dp | w,2,dp | w,2,dp | w,2,dp | w
cvv,1,5,2,cv | ##v,2,cv | v,2,cv | v,2,cv | v,2,c | vv
abh,1,5,2,ab | ##h,1,abh,1,abh,1,abh,2,ab | h
unl,1,5,2,un | ##l,1,unl,2,un | l,2,un | l,2,un | l
mfp,1,5,2,m | ##fp,2,m | fp,2,mf | p,2,m | fp,2,m | fp
onder,1,5,2,on | ##der,1,onder,1,onder,1,onder,1,onder
sev,1,5,2,se | ##v,1,sev,1,sev,1,sev,2,se | v
shiel,1,5,2,shi | ##el,2,sh | iel,2,sh | iel,2,sh | iel,2,sh | iel
padi,1,5,2,pad | ##i,2,p | adi,2,p | adi,2,p | adi,2,p | adi
pug,1,5,2,pu | ##g,2,p | ug,1,pug,2,p | ug,2,p | ug
pant,1,5,2,pan | ##t,2,p | ant,1,pant,1,pant,2,p | ant
boro,1,5,2,bo | ##ro,1,boro,1,boro,1,boro,1,boro
linden,1,5,1,linden,2,l | inden,2,l | inden,2,l | inden,2,l | inden
ec,1,5,1,ec,1,ec,1,ec,1,ec,1,ec
sol,1,5,1,sol,1,sol,1,sol,1,sol,1,sol
din,1,5,1,din,1,din,1,din,1,din,1,din
afl,1,5,1,afl,2,a | fl,2,a | fl,2,af | l,2,a | fl
dec,1,5,1,dec,1,dec,1,dec,1,dec,1,dec
manuel,1,5,1,manuel,1,manuel,1,manuel,1,manuel,1,manuel
pro,1,5,1,pro,1,pro,1,pro,1,pro,1,pro
cokimg,1,5,3,co | ##kim | ##g,3,c | ok | img,2,cok | img,3,c | ok | img,3,c | ok | img
mentiod,3,5,3,men | ##ti | ##od,2,ment | iod,2,ment | iod,2,ment | iod,2,ment | iod
gla,8,5,2,g | ##la,2,g | la,2,g | la,2,g | la,2,g | la
unj,3,5,2,un | ##j,1,unj,1,unj,1,unj,1,unj
unnep,2,5,3,un | ##ne | ##p,2,un | nep,2,unn | ep,2,unne | p,3,un | ne | p
outher,2,5,2,out | ##her,2,out | her,2,ou | ther,2,ou | ther,2,ou | ther
lpy,2,5,2,lp | ##y,2,l | py,2,l | py,2,l | py,2,l | py
strud,2,5,2,st | ##rud,2,str | ud,2,str | ud,2,str | ud,2,str | ud
flage,2,5,2,flag | ##e,1,flage,1,flage,2,fl | age,2,fl | age
curle,3,5,2,curl | ##e,2,cur | le,2,cur | le,2,cur | le,2,cur | le
foo,5,5,1,foo,1,foo,1,foo,1,foo,1,foo
boxen,2,5,2,box | ##en,2,box | en,2,box | en,2,box | en,2,box | en
tru,3,5,2,tr | ##u,1,tru,1,tru,1,tru,1,tru
xxx,3,5,2,xx | ##x,1,xxx,1,xxx,1,xxx,1,xxx
mis,3,5,1,mis,1,mis,1,mis,1,mis,1,mis
fffh,1,5,3,ff | ##f | ##h,2,fff | h,2,fff | h,2,fff | h,2,fff | h
unjf,1,5,3,un | ##j | ##f,2,unj | f,2,unj | f,2,unj | f,2,unj | f
becw,1,5,3,be | ##c | ##w,2,bec | w,2,bec | w,2,bec | w,2,bec | w
unjml,1,5,3,un | ##jm | ##l,2,unj | ml,2,unj | ml,2,unj | ml,2,unj | ml
unkd,1,5,3,un | ##k | ##d,2,unk | d,2,unk | d,2,unk | d,2,unk | d
trfx,1,5,3,tr | ##f | ##x,2,tr | fx,2,tr | fx,2,tr | fx,2,tr | fx
goutching,1,5,3,go | ##ut | ##ching,3,g | out | ching,3,g | out | ching,3,g | out | ching,3,g | out | ching
unnef,1,5,3,un | ##ne | ##f,3,un | ne | f,3,un | ne | f,2,un | nef,3,un | ne | f
hudr,1,5,2,hu | ##dr,2,hud | r,2,hud | r,2,hud | r,3,h | ud | r
inamm,1,5,2,ina | ##mm,2,in | amm,2,in | amm,2,in | amm,2,in | amm
gemetem,1,5,3,gem | ##ete | ##m,2,gem | etem,3,g | emet | em,2,gem | etem,2,gem | etem
noresm,1,5,3,nor | ##es | ##m,3,n | ores | m,3,no | res | m,3,no | res | m,3,n | ores | m
unjtc,1,5,3,un | ##j | ##tc,3,un | jt | c,2,unj | tc,2,unj | tc,3,un | jt | c
unjk,1,5,2,un | ##jk,2,unj | k,2,unj | k,2,unj | k,2,unj | k
s,1,5,1,s,1,s,1,s,1,s,1,s
unjj,1,5,3,un | ##j | ##j,2,unj | j,2,unj | j,2,unj | j,2,unj | j
gretast,1,5,2,greta | ##st,3,g | ret | ast,3,g | ret | ast,3,g | ret | ast,3,g | ret | ast
unjg,1,5,3,un | ##j | ##g,2,unj | g,2,unj | g,2,unj | g,2,unj | g
ngrtm,1,5,3,ng | ##rt | ##m,3,ng | rt | m,3,ng | rt | m,3,ng | rt | m,3,ng | rt | m
thisthere,1,5,3,this | ##ther | ##e,3,th | ist | here,2,this | there,2,this | there,2,this | there
plpt,1,5,2,pl | ##pt,2,pl | pt,2,pl | pt,2,pl | pt,2,pl | pt
subta,1,5,2,sub | ##ta,2,sub | ta,2,sub | ta,2,sub | ta,2,sub | ta
unjl,1,5,3,un | ##j | ##l,2,unj | l,2,unj | l,2,unj | l,2,unj | l
unjtm,1,5,3,un | ##j | ##tm,3,un | jt | m,2,unj | tm,2,unj | tm,3,un | jt | m
pinpalw,1,5,3,pin | ##pal | ##w,3,pin | pal | w,3,pin | pal | w,3,pin | pal | w,3,pin | pal | w
fff,2,5,2,ff | ##f,1,fff,1,fff,1,fff,1,fff
fromle,1,5,2,from | ##le,2,from | le,2,from | le,2,from | le,2,from | le
unjh,1,5,3,un | ##j | ##h,2,unj | h,2,unj | h,2,unj | h,2,unj | h
unlb,1,5,2,un | ##lb,2,un | lb,2,un | lb,2,un | lb,2,un | lb
unnen,1,5,2,un | ##nen,2,un | nen,2,un | nen,1,unnen,2,un | nen
agbp,1,5,3,ag | ##b | ##p,2,ag | bp,2,ag | bp,2,ag | bp,2,ag | bp
winor,1,5,2,win | ##or,2,win | or,2,win | or,2,win | or,2,win | or
fwla,1,5,3,f | ##wl | ##a,2,fw | la,2,fw | la,2,fw | la,2,fw | la
hasre,1,5,2,has | ##re,2,has | re,2,has | re,2,has | re,2,has | re
fedac,1,5,2,fed | ##ac,2,fed | ac,2,fed | ac,2,fed | ac,2,fed | ac
loo,2,5,2,lo | ##o,1,loo,1,loo,1,loo,1,loo
aac,2,5,2,aa | ##c,1,aac,1,aac,1,aac,2,a | ac
smaal,1,5,3,sm | ##aa | ##l,2,s | maal,2,s | maal,2,s | maal,2,s | maal
wellis,1,5,2,well | ##is,2,well | is,2,well | is,2,well | is,2,well | is
ount,1,5,2,ou | ##nt,1,ount,1,ount,1,ount,1,ount
shoud,1,5,2,sho | ##ud,2,sh | oud,2,sh | oud,2,sh | oud,2,sh | oud
gol,2,5,2,go | ##l,1,gol,1,gol,1,gol,1,gol
lwj,1,5,3,l | ##w | ##j,2,l | wj,2,lw | j,2,l | wj,3,l | w | j
eand,1,5,2,ea | ##nd,2,e | and,2,e | and,2,e | and,2,e | and
andb,1,5,2,and | ##b,2,and | b,2,and | b,2,and | b,2,and | b
mentio,1,5,3,men | ##ti | ##o,2,ment | io,2,ment | io,2,ment | io,2,ment | io
cnote,1,5,2,cn | ##ote,2,c | note,2,cn | ote,2,cn | ote,2,c | note
unnc,1,5,2,un | ##nc,2,unn | c,2,un | nc,2,unn | c,2,unn | c
higg,1,5,2,hi | ##gg,2,h | igg,2,h | igg,2,h | igg,2,h | igg
lasat,1,5,2,las | ##at,2,las | at,2,las | at,2,las | at,2,las | at
lyg,1,5,3,l | ##y | ##g,2,ly | g,2,ly | g,1,lyg,2,ly | g
bothin,1,5,2,both | ##in,2,both | in,2,both | in,2,both | in,2,both | in
oter,1,5,2,ot | ##er,1,oter,1,oter,1,oter,1,oter
confex,1,5,3,con | ##fe | ##x,2,conf | ex,2,conf | ex,2,conf | ex,2,conf | ex
eith,1,5,2,e | ##ith,2,e | ith,2,e | ith,2,e | ith,2,e | ith
aand,1,5,2,aa | ##nd,2,a | and,2,a | and,2,a | and,2,a | and
wuth,1,5,2,wu | ##th,2,w | uth,2,w | uth,2,w | uth,2,w | uth
unke,1,5,2,un | ##ke,2,un | ke,2,un | ke,2,un | ke,2,un | ke
ass,2,5,1,ass,1,ass,1,ass,1,ass,1,ass
erea,1,5,2,er | ##ea,1,erea,1,erea,1,erea,1,erea
metical,1,5,2,met | ##ical,2,met | ical,2,met | ical,2,met | ical,2,met | ical
ogf,1,5,2,og | ##f,2,og | f,1,ogf,2,og | f,2,og | f
likey,1,5,2,like | ##y,2,lik | ey,2,like | y,2,lik | ey,2,like | y
heve,1,5,2,he | ##ve,2,he | ve,2,he | ve,2,he | ve,2,he | ve
uter,1,5,2,ut | ##er,1,uter,1,uter,1,uter,1,uter
foor,1,5,2,foo | ##r,2,fo | or,2,fo | or,2,fo | or,2,fo | or
mior,1,5,2,mi | ##or,2,m | ior,2,mi | or,2,m | ior,2,m | ior
acce,1,5,2,acc | ##e,2,ac | ce,1,acce,1,acce,2,ac | ce
sleath,1,5,3,sl | ##ea | ##th,2,sle | ath,2,sle | ath,2,sle | ath,3,s | le | ath
brais,1,5,2,bra | ##is,2,bra | is,2,bra | is,2,bra | is,2,bra | is
rosan,1,5,2,rosa | ##n,2,ros | an,2,ros | an,2,ros | an,2,ros | an
shunk,1,5,2,shu | ##nk,2,sh | unk,2,sh | unk,2,sh | unk,2,sh | unk
sence,1,5,2,sen | ##ce,2,s | ence,2,s | ence,2,s | ence,2,s | ence
deze,1,5,2,de | ##ze,2,de | ze,2,de | ze,2,de | ze,2,de | ze
lowe,2,5,1,lowe,2,l | owe,2,low | e,2,low | e,2,l | owe
inon,1,5,2,in | ##on,2,in | on,2,in | on,1,inon,2,in | on
wordt,1,5,2,word | ##t,2,word | t,2,word | t,2,word | t,2,word | t
slechte,1,5,3,sl | ##ech | ##te,2,sle | chte,2,sle | chte,2,sle | chte,3,s | le | chte
oad,1,5,2,o | ##ad,1,oad,1,oad,1,oad,1,oad
onf,1,5,2,on | ##f,2,on | f,2,on | f,2,on | f,2,on | f
heeft,1,5,2,hee | ##ft,2,he | eft,2,he | eft,2,he | eft,2,he | eft
meed,1,5,2,me | ##ed,2,me | ed,1,meed,2,me | ed,2,me | ed
mout,1,5,2,mo | ##ut,2,m | out,1,mout,2,m | out,2,m | out
faul,1,5,2,fa | ##ul,2,fa | ul,2,fa | ul,2,fa | ul,2,fa | ul
brade,1,5,2,brad | ##e,2,br | ade,2,br | ade,2,br | ade,2,br | ade
deth,1,5,2,det | ##h,2,d | eth,2,d | eth,2,d | eth,2,d | eth
exel,1,5,2,ex | ##el,2,ex | el,2,ex | el,2,ex | el,2,ex | el
lugh,1,5,2,lu | ##gh,2,l | ugh,2,lu | gh,2,l | ugh,2,lu | gh
napp,1,5,2,nap | ##p,2,n | app,2,n | app,2,n | app,2,n | app
fef,1,5,2,fe | ##f,1,fef,2,f | ef,2,f | ef,2,f | ef
gole,1,5,2,go | ##le,2,g | ole,2,g | ole,2,g | ole,2,g | ole
fron,1,5,2,fr | ##on,2,f | ron,1,fron,2,fr | on,2,f | ron
borst,1,5,2,bo | ##rst,2,bor | st,2,bor | st,2,bor | st,2,bor | st
mutch,1,5,2,mu | ##tch,2,mut | ch,2,mut | ch,2,mut | ch,2,mut | ch
sicht,1,5,2,sic | ##ht,1,sicht,2,s | icht,1,sicht,1,sicht
ghb,1,5,3,g | ##h | ##b,2,gh | b,2,gh | b,2,gh | b,2,gh | b
geen,1,5,2,gee | ##n,2,ge | en,2,ge | en,1,geen,2,ge | en
wich,1,5,2,wi | ##ch,1,wich,1,wich,1,wich,1,wich
hane,1,5,2,han | ##e,2,h | ane,1,hane,2,h | ane,2,h | ane
sth,1,5,2,st | ##h,1,sth,1,sth,1,sth,2,st | h
hasa,1,5,2,has | ##a,2,has | a,1,hasa,1,hasa,1,hasa
ther,1,5,2,the | ##r,1,ther,1,ther,1,ther,1,ther
senor,1,5,2,sen | ##or,2,sen | or,2,sen | or,2,sen | or,2,sen | or
alem,1,5,2,ale | ##m,1,alem,1,alem,1,alem,1,alem
beaty,1,5,2,beat | ##y,2,be | aty,2,be | aty,2,be | aty,2,be | aty
lik,1,5,2,li | ##k,1,lik,1,lik,1,lik,1,lik
rubi,1,5,2,rub | ##i,2,rub | i,2,rub | i,2,r | ubi,2,rub | i
inti,1,5,2,int | ##i,1,inti,1,inti,1,inti,1,inti
staat,1,5,3,st | ##aa | ##t,1,staat,1,staat,1,staat,1,staat
hase,1,5,2,has | ##e,2,h | ase,1,hase,2,h | ase,2,h | ase
bij,1,5,2,bi | ##j,1,bij,1,bij,1,bij,1,bij
haro,1,5,2,ha | ##ro,2,har | o,1,haro,2,h | aro,2,h | aro
lar,1,5,2,la | ##r,1,lar,1,lar,1,lar,1,lar
whit,1,5,2,w | ##hit,2,wh | it,1,whit,2,wh | it,2,wh | it
thad,1,5,2,tha | ##d,2,th | ad,2,th | ad,2,th | ad,2,th | ad
wil,1,5,1,wil,1,wil,1,wil,1,wil,1,wil
lyn,1,5,2,l | ##yn,1,lyn,1,lyn,1,lyn,1,lyn
som,1,5,2,so | ##m,1,som,1,som,1,som,1,som
lange,1,5,1,lange,2,l | ange,2,l | ange,1,lange,2,l | ange
til,1,5,1,til,1,til,1,til,1,til,1,til
por,1,5,1,por,1,por,1,por,1,por,1,por
lea,1,5,1,lea,1,lea,1,lea,1,lea,1,lea
los,2,5,1,los,1,los,1,los,1,los,1,los
aren,1,5,1,aren,1,aren,1,aren,1,aren,1,aren
aug,1,5,1,aug,1,aug,1,aug,1,aug,1,aug
wit,1,5,1,wit,1,wit,1,wit,1,wit,2,w | it
aria,1,5,1,aria,1,aria,1,aria,1,aria,1,aria
ann,1,5,1,ann,1,ann,1,ann,1,ann,1,ann
jan,1,5,1,jan,1,jan,1,jan,1,jan,1,jan
didn,1,5,1,didn,2,did | n,1,didn,2,did | n,2,did | n
der,1,5,1,der,1,der,1,der,1,der,1,der
al,1,5,1,al,1,al,1,al,1,al,1,al
